,ds,y,unique_id
387,2019-04-01,255.72701262599603,0
388,2019-05-01,257.063606604155,0
389,2019-06-01,258.794986517342,0
390,2019-07-01,260.733562674011,0
391,2019-08-01,261.59483699686,0
392,2019-09-01,262.86340527197103,0
393,2019-10-01,263.405502663229,0
394,2019-11-01,266.13594028376303,0
395,2019-12-01,267.750123350934,0
396,2020-01-01,268.399907044718,0
397,2020-02-01,267.528102165663,0
398,2020-03-01,268.30011822825696,0
399,2020-04-01,269.982315402128,0
400,2020-05-01,269.933500587628,0
401,2020-06-01,271.736187380231,0
402,2020-07-01,275.115474021861,0
403,2020-08-01,281.858539106157,0
404,2020-09-01,288.12143951908297,0
405,2020-10-01,294.370997621997,0
406,2020-11-01,299.110497173133,0
407,2020-12-01,303.128600079216,0
408,2021-01-01,307.077892364015,0
409,2021-02-01,313.239944376135,0
410,2021-03-01,319.50663028284197,0
411,2021-04-01,327.800966636409,0
412,2021-05-01,335.668326223063,0
413,2021-06-01,344.74607611742204,0
414,2021-07-01,351.67791954162396,0
415,2021-08-01,356.113110593188,0
416,2021-09-01,360.536008683392,0
417,2021-10-01,366.185858363431,0
418,2021-11-01,372.647187208674,0
419,2021-12-01,381.771327609571,0
420,2022-01-01,390.697590756224,0
421,2022-02-01,404.389205440815,0
422,2022-03-01,413.73982357635595,0
423,2022-04-01,420.656296794019,0
424,2022-05-01,420.692316357015,0
425,2022-06-01,418.667266088802,0
426,2022-07-01,409.651114274615,0
427,2022-08-01,401.272323122642,0
428,2022-09-01,394.620561722722,0
429,2022-10-01,393.279729692718,0
430,2022-11-01,390.75631076211096,0
431,2022-12-01,388.004500638035,0
